,ASV_10,ASV_9,ASV_6,ASV_4,ASV_31,ASV_161,ASV_89,ASV_23,ASV_30,ASV_45,ASV_46,ASV_155,ASV_102,ASV_159,ASV_94,ASV_194,ASV_218,ASV_28,ASV_166,ASV_44,ASV_122,ASV_57,ASV_24,ASV_82,ASV_135,ASV_146,ASV_76,ASV_195,ASV_120,ASV_183,ASV_149,ASV_34,ASV_1,ASV_103,ASV_134,ASV_33,ASV_144,ASV_114,ASV_220,ASV_177,ASV_145,ASV_154,ASV_41,ASV_112,ASV_178,ASV_29,ASV_26,ASV_137,ASV_119,ASV_157,ASV_128,ASV_47,ASV_113,ASV_72,ASV_140,ASV_43,ASV_208,ASV_188,ASV_101,ASV_180,ASV_27,ASV_141,ASV_217,ASV_216,ASV_171,ASV_99,ASV_97,ASV_192,ASV_143,ASV_432,ASV_176,ASV_59,ASV_55,ASV_123,ASV_51,ASV_49,ASV_162,ASV_129,ASV_160,ASV_125,ASV_181,ASV_52,ASV_54,ASV_12,ASV_19,ASV_50,ASV_163,ASV_184,ASV_42,ASV_139,ASV_131,ASV_69,ASV_179,ASV_222,ASV_124,ASV_11,ASV_20
123-1,0.0009578926362003592,0.0,0.0,0.0004789463181001796,0.0013570145679505088,0.0016363999201756136,0.0,0.0,0.015406106565555777,0.0637397725004989,0.5398523248852525,0.0007583316703252843,0.0,0.0,0.0,0.0,0.0,0.0,0.10892037517461585,0.06473757732987427,0.0,0.0,0.0,0.0,0.0014767511474755538,0.0,0.0,0.0,0.0,0.0,0.0,0.005188585112751946,0.0,0.0,0.0,0.0,0.014049091997605269,0.0,0.0,0.0,0.07248054280582718,0.0,0.013849531031730193,0.0027539413290760327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07850728397525444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003671921772101377,0.0,0.0,0.0008381560566753143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019956096587507485,0.0,0.006705248453402515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002434643783675913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147-1,0.0002810436085999344,0.0,0.0006323481193498524,0.0,0.0,0.0017565225537495902,0.003255421799615907,0.0003278842100332568,0.0,0.0,0.0,0.2650475432104548,0.0,0.1234484050775212,0.054217996159070685,0.0,0.012131715771230503,0.0,0.3912361234718254,0.0,0.0,0.0,0.0,0.07342264274673287,0.005784814277015317,0.0,0.008642090964447983,0.0,0.0331397255140756,0.0,0.0003747248114665792,0.0,0.0,0.010117569909597638,0.0,0.0,0.0,0.003021218792449295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039580308211157435,0.0023888706730994425,0.0003278842100332568,0.0,0.0,0.0011007541336830766,0.0,0.0,0.0,0.0011241744343997377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034193639046325355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005386669164832076,0.00030446390931659564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132-1,0.0,0.0,0.0,0.0,0.0007290784054858224,0.0,0.0,0.0,0.0006699639401761611,0.0,0.010778537508128239,0.01698555636564267,0.0,0.0,0.0,0.0,0.3512187432264675,0.0,0.0,0.01314311612051469,0.0,0.04626692151569489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3284596740822479,0.0,0.003093657017872273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357248418688053,0.0002364578612386451,0.0,0.0,0.0,0.0,0.006581410471142289,0.0,0.0,0.0,0.0,0.0,0.0,0.00325129559203137,0.1647126051744862,0.0,0.0,0.0,0.0,0.0,0.001103470019113677,0.0,0.0,0.013793375238920965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033498197008808054,0.0004729157224772902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024433978994659994,0.0,0.0,0.0
152-1,0.0006482719500830598,0.0,0.0,0.0,0.0,0.0007698229407236335,0.0,0.0,0.0,0.6579555123374256,0.0,0.026336047972124306,0.0,0.0,0.0,0.11458206717718082,0.04043596288643086,0.0,0.0010534419188849722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07515902921275475,0.0,0.0,0.0,0.0,0.0,0.0,0.034804100320084276,0.0,0.009197358291803412,0.0,0.0,0.0,0.0,0.008387018354199586,0.0,0.0,0.0,0.0,0.0,0.0012155099064057372,0.00948097726996475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01041286819820915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010939589157651635,0.0,0.0,0.0,0.0029577407722539604,0.0,0.0,0.0,0.0,0.0,0.004699971638102184,0.0,0.0,0.00044568696568210366,0.0,0.0,0.0,0.0,0.00036465297192172114,0.0,0.0,0.0,0.0,0.0
138-1,0.00042438556351022215,0.0,0.0,0.6607129677466972,0.0,0.23247103107240386,0.014336851428149678,0.010867960735109603,0.0033212783231234776,0.0,0.0,0.0,0.0,0.0,0.0017344453465200384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01819322459222083,0.000904125765739169,0.0,0.013008340098900287,0.002380249464905159,0.0013654144217285409,0.0,0.0,0.0,0.009336482397224887,0.0,0.00027677319359362313,0.01173518340836962,0.0,0.0,0.0,0.0,0.0003136762860727729,0.0,0.0,0.0,0.0,0.00011070927743744926,0.005443206140674588,0.003967082441508598,0.0,0.0,0.0011255443206140674,0.0,0.0,0.0011808989593327921,0.0,0.0,0.0,0.0,0.0,0.0,0.0020665731788323863,0.0,0.0,0.0,0.0,0.0036718577016754002,0.0,0.0,0.0,0.0,0.0,0.0008856742194995941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016606391615617389,0.0,0.0,0.0,0.0,0.0,0.0
115-1,0.0,0.0,0.0,0.0008237466268995881,0.0,0.0,0.0,0.0005112910097997443,0.0,0.010026984803294987,0.354069024286323,0.2825734980826587,0.0,0.0,0.0006249112341996876,0.0,0.001817923590399091,0.0,0.11813662831984093,0.08001704303365999,0.0,0.00048288595369975855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005311745490697344,0.0,0.0,0.0,0.05808833972447096,0.005794631444397103,0.0,0.001817923590399091,0.0,0.0,0.0,0.0,0.0,0.010026984803294987,0.0026984803294986506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037210623490981395,0.0,0.0,0.015736401079392132,0.0008521516829995739,0.0,0.0,0.0,0.0,0.0,0.045590115040477205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009373668512995313,0.0,0.00034086067319982955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170-1,0.0010222684136098,0.0,0.0,0.0003407561378699334,0.0007326256964203568,0.0,0.0006644744688463701,0.0,0.0,0.056275876169219495,0.22803400746255942,0.0,0.0,0.0,0.0003407561378699334,0.0,0.0,0.0004600207861244101,0.0,0.0,0.006934387405653144,0.00020445368272196002,0.0,0.0,0.0,0.0,0.0,0.0,0.022745472202818053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012199069735743615,0.0001703780689349667,0.0,0.1335252926243334,0.0,0.0,0.0,0.0,0.2936636396163086,0.0,0.0,0.0,0.06539110285724022,0.0,0.02054759511355698,0.0,0.0,0.0,0.0,0.13468386349309117,0.0,0.0,0.0,0.0,0.0033223723442318506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033564479580188438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004429829792309134,0.0,0.0,0.0,0.0,0.0001703780689349667,0.014771778576661612,0.0,0.0,0.0,0.0
119-1,0.0,0.0,0.0,0.0,0.0007787805213248431,0.0,0.0,0.0,0.0,0.0,0.08470383434880205,0.002794447752989143,0.0,0.428558339823171,0.0,0.0,0.0,0.0,0.0005497274268175364,0.018415868798387466,0.0,0.0,0.019698566127628384,0.0,0.009024691923587888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12680379311924503,0.0,0.0,0.0,0.0,0.08694855467497366,0.0010994548536350727,0.0,0.12785743735397864,0.0,0.0,0.0,0.0,0.06033258509322461,0.0,0.0,0.004489440652343213,0.0,0.022538824499518988,0.0,0.0,0.0,0.0,0.0014659398048467635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002931879609693527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002290530945073068,0.0,0.0,0.0003664849512116909,0.0,0.0,0.0,0.00041229557011315224,0.0,0.0,0.0,0.0,0.0,0.0
105-1,0.0,0.0028581035642232682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043544048419636855,0.0073414032728087875,0.0,0.0,0.0,0.0,0.00028020623178659493,0.0,0.0,0.0,0.5590114324142569,0.0,0.004707464694014795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10675857431069267,0.0,0.0021856086079354406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06411118583277292,0.0,0.0,0.0004483299708585519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025218560860793544,0.0,0.10530150190540237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06708137188971083,0.0,0.0,0.0,0.0,0.0,0.0,0.004707464694014795,0.0,0.0,0.0,0.0,0.0,0.026283344541582605,0.0,0.0,0.0016812373907195697,0.0011768661735036988,0.0,0.0,0.0,0.0,0.0,0.0
120-1,0.0,0.011428571428571429,0.0,0.0,0.0,0.0012422360248447205,0.0,0.0015734989648033125,0.0034782608695652175,0.10906832298136646,0.059130434782608696,0.057971014492753624,0.0,0.06070393374741201,0.0011594202898550724,0.0,0.006625258799171843,0.0,0.0,0.0,0.09250517598343685,0.0,0.0,0.0,0.0013250517598343684,0.0,0.0,0.0,0.038923395445134575,0.0007453416149068323,0.0016563146997929607,0.0021532091097308487,0.0,0.0,0.0,0.0,0.0016563146997929607,0.0,0.0,0.2377639751552795,0.0,0.0,0.0,0.0,0.0420703933747412,0.0,0.0005797101449275362,0.0,0.0,0.0,0.01763975155279503,0.0,0.0,0.0,0.0,0.025921325051759835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1713457556935818,0.0,0.0,0.0,0.0,0.005383022774327122,0.0,0.0084472049689441,0.0,0.005797101449275362,0.0,0.0,0.0,0.0,0.0,0.0,0.006459627329192546,0.0,0.0,0.0,0.0,0.0,0.02360248447204969,0.0,0.0036438923395445133,0.0,0.0
129-1,0.0,0.0012585154988919592,0.0,0.0,0.004432163278706465,0.04068288145331181,0.0,0.0004103854887691171,0.004076495855106563,0.19769636945637603,0.060737052337829334,0.15222565730075785,0.0,0.0,0.0,0.0010943613033843123,0.0009575661404612733,0.0,0.0,0.0,0.36951109408771304,0.0,0.0,0.0,0.0,0.0,0.0005198216191075484,0.0,0.0,0.0,0.0,0.014691800497934393,0.0,0.0,0.0,0.0024896719651993104,0.002571749062953134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021887226067686248,0.004842548767475582,0.0,0.0,0.0024075948674454873,0.0,0.0004924625865229405,0.0,0.0,0.0006292577494459796,0.0,0.1114333397171076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112172033596892,0.0,0.0,0.017646576017072035,0.0,0.0,0.0,0.0,0.0,0.0,0.003857623594429701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008207709775382342,0.0,0.0,0.003173647779814506
140-1,0.00254870620761156,0.0,0.0,0.0,0.0017279364119400407,0.0,0.0,0.0006047777441790142,0.0,0.0,0.06825348827163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595706078016329,0.0,0.0,0.0,0.00017279364119400406,0.0,0.0,0.0,0.01576741975895287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006609356775670656,0.0,0.0,0.17197287139833253,0.0,0.0,0.00012959523089550306,0.0,0.09127824096073264,0.0,0.0,0.0,0.12622575489221996,0.0,0.003542269644477083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017365760939997407,0.0,0.033046783878353275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16799861765087046,0.0,0.15132403127564906,0.0061773726726856455,0.0,0.0,0.006134174262387144,0.0,0.0,0.0,0.0,0.0,0.0008639682059700203,0.0,0.06518640114043803,0.0,0.0,0.0,0.003499071234178582,0.0,0.0,0.0,0.0
167-1,0.0007912783541410233,0.0,0.0,0.0,0.00019049293710802416,0.0,0.00020514623996248753,0.0003077193599437313,0.0,0.0440771349862259,0.0,0.25442529746204795,0.0,0.56444522595393,0.0,0.0,0.0,0.0,0.0,0.0,0.023474591172850362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010696911083758278,0.0,0.0,0.0,0.0,0.03707285622179239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021979954281695093,0.0,0.0,0.0,0.010154738878143133,0.012455307426293886,0.0,0.0,0.0,0.003985698376414043,0.0,0.0,0.0,0.0,0.03042025672586601,0.0014213703768829495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009334153918293184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004249457827794385,0.0,0.0,0.0009378113826856573,0.0,0.0,0.0,0.00013187972569017056,0.0,0.0,0.0,0.0004982122970517554,0.00013187972569017056,0.0
161-1,0.0,0.0,0.0,0.0009127346323266796,0.00111115520457161,0.1432993372752887,0.0,0.0,0.0,0.0,0.541132584626374,0.05603396960196833,0.0,0.06825667685225605,0.0,0.0,0.004722409619429342,0.0,0.002301678638041192,0.12528274931544903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010317869756736378,0.0,0.0050001984205722445,0.0,0.0003968411444898607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007579665859756339,0.0030556768125719275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008730505178776935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037699908726536767,0.0,0.0013889440057145124,0.0,0.0,0.023373943410452794,0.0,0.001150839319020596,0.0,0.0029366244692249693,0.0,0.0,0.0,0.006389142426286757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136-1,0.0003528102694927674,0.0,0.0,0.0020354438624582733,0.0023882541319510406,0.0003528102694927674,0.0,0.0016283550899666187,0.0,0.13124542025130947,0.31348549407007353,0.004695090509403751,0.0,0.0,0.0,0.0,0.03007029066138356,0.0,0.0,0.21057345238418324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014383803294705131,0.0,0.0054007110483892855,0.0,0.037180774554237794,0.0,0.023475452547018754,0.0,0.0,0.0,0.0,0.0,0.0,0.04372133416560371,0.008684560479821966,0.0,0.0,0.0,0.004342280239910983,0.0,0.0,0.0,0.0,0.004966483024398187,0.0,0.0,0.13572339674871767,0.0015197980839688442,0.0,0.0,0.0,0.0,0.0,0.03403262138030233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002686785898444921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145-1,0.0,0.0,0.0,0.010384272646261844,9.093058359248549e-05,0.0,0.0011275392365468202,0.0,0.0,0.008329241457071672,0.0,0.0005819557349919072,0.001109353119828323,0.0,0.003328059359484969,0.0008911197192063579,0.0003455362176514449,0.0,0.0,0.0,0.0,0.0,0.0,0.0006728863185843926,0.0003273501009329478,0.0,0.0006365140851473985,0.0,0.0,0.6985287431574736,0.0,0.0,0.0,0.0,0.0004364668012439304,0.0,0.018004255551312128,0.00036372233436994197,0.0,0.031061887355193045,0.0,0.0,0.0,0.0,0.02722461672759016,0.0,0.0,0.0004728390346809246,0.014239729390583229,0.011402695182497681,0.0005092112681179188,0.0,0.0,0.0001091167003109826,0.04868423445541673,0.00952952516049248,0.0,0.0,0.0007456307854583811,0.014694382308545657,0.0,0.0,0.0,0.0,0.0,0.0,0.0006001418517104042,0.0,0.0035462927601069344,0.0,0.045174313928746795,0.0,0.0,0.006837979886154909,0.002418753523560114,0.0,0.0,0.0,0.0,0.0,0.012257442668267044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02533326058886646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144-1,0.0005743075678074503,0.0,0.0006526222361448299,0.0,0.00033936356279531157,0.0,0.0,0.0006526222361448299,0.0,0.0,0.006761166366460438,0.00318479651238677,0.0,0.005194872999712846,0.0,0.015897877672488056,0.00046988801002427753,0.0,0.00783146683373796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19004359516537447,0.0,0.0,0.0,0.0,0.0,0.0,0.02098833111441773,0.0,0.0,0.0,0.6502989009841543,0.0,0.0253217427624194,0.0004959928994700707,0.0,0.0,0.0,0.0,0.0,0.00514266322082126,0.021536533792779387,0.0,0.0,0.0,0.006761166366460438,0.00033936356279531157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009658809094943483,0.0,0.004620565431905396,0.0,0.0,0.0,0.0,0.0,0.00033936356279531157,0.0,0.0,0.003289216070169943,0.0019839715978802828,0.00579528545696609,0.0,0.0,0.0,0.003576369854073668,0.002114496045109249,0.0,0.008536298848774375,0.0,0.0,0.0,0.0,0.0010964053567233142,0.00441172631633905,0.0,0.0,0.00046988801002427753,0.00031325867334951836
168-1,0.29980300673924315,0.0,0.0,0.009020217729393468,0.08089165370658372,0.0005391394504924832,0.008750648004147226,0.0,0.0,0.0,0.0,0.0,0.2765163297045101,0.0026127527216174185,0.004271643338517366,0.0007465007776049767,0.0,0.037242094349403836,0.0,0.002073613271124935,0.00018662519440124418,0.0,0.0,0.008875064800414723,0.022498703991705546,0.0,0.006365992742353551,0.0,0.06907205806117159,0.010803525142560912,0.002488335925349922,0.0,0.0,0.0,0.007091757387247278,0.0,0.0,0.0012856402280974598,0.0,0.0,0.0,0.0012234318299637118,0.003483670295489891,0.005619491964748574,0.0013063763608087092,0.0002488335925349922,0.0,0.003359253499222395,0.006220839813374806,0.0,0.0007672369103162261,0.0020321410057024367,0.00041472265422498703,0.020279937791601865,0.0463452566096423,0.0,0.004561949196474857,0.005806117159149819,0.0029030585795749094,0.0,0.0022187662001036806,0.0,0.0,0.0,0.0,0.018434421980300673,0.0,0.0,0.0,0.0,0.0,0.004354587869362364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017729393468118197,0.0,0.0,0.0,0.0,0.0,0.0,0.0015552099533437014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114-1,0.0,0.5169221429655486,0.0,0.0,0.0,0.0013026761774674964,0.0,0.0,0.004881873830120909,0.0,0.03039156169373198,0.0,0.0,0.0,0.0,0.00017706278140334903,0.0,0.0,0.00048059897809480447,0.0,0.0007967825163150706,0.00021500480598978094,0.0002655941721050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3487630899984823,0.021310770476045935,0.009801689684828249,0.0,0.0,0.02783679870491223,0.009902868417058733,0.0,0.0,0.0,0.0,0.0,0.010244346638336621,0.0,0.0,0.0,0.0,0.0005944250518541003,0.0,0.0004300096119795619,0.0,0.0,0.0,0.0,0.008423129458187888,0.0,0.0,0.0,0.00041736227045075126,0.0,0.0,0.004287448778266808,0.0,0.0,0.0,0.0,0.0,0.0,0.0008853139070167451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001669449081803005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121-1,0.0,0.3349728629579376,0.0,0.0,0.0,0.008497286295793759,0.01416214382632293,0.0,0.09669267299864315,0.0,0.06521370420624152,0.0008649932157394844,0.0,0.0,0.0,0.0,0.0006614654002713704,0.0006275440976933514,0.05452849389416554,0.005427408412483039,0.0,0.00032225237449118045,0.0,0.0,0.0,0.0,0.0,0.0007293080054274084,0.0,0.0,0.0,0.36333107191316144,0.0,0.0,0.00032225237449118045,0.0,0.0,0.0,0.0,0.0,0.020641112618724557,0.0026967435549525103,0.0,0.0,0.0,0.0,0.0009837177747625508,0.0,0.0006105834464043419,0.0,0.0008310719131614653,0.008717774762550881,0.0012381275440976934,0.0,0.0,0.0,0.0,0.0,0.0,0.0002883310719131615,0.0,0.0006275440976933514,0.014670963364993215,0.0,0.0002883310719131615,0.0,0.0,0.0004918588873812754,0.0,0.0,0.0,0.0,0.0,0.0,0.0008310719131614653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030529172320217096,0.00042401628222523747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131-1,0.0011439969493414685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009679974186735502,0.06635182306180516,0.11519169282215247,0.0050159866240356695,0.0,0.0,0.0,0.31823648470270743,0.0,0.0,0.27188994162682234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005279985920037546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028247924672200875,0.018186618169018214,0.0,0.0,0.0,0.0,0.0,0.0,0.1496582675779531,0.007186647502273327,0.0,0.0,0.0,0.0,0.0021413276231263384,0.0,0.0,0.0,0.002669326215130093,0.0,0.0020239946026810595,0.00043999882666979554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009650640931624183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046933208178111523,0.0,0.0,0.0
106-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21516284036305391,0.026618869651437723,0.0,0.0,0.0,0.0,0.12478071848066509,0.0,0.0,0.34001983067653113,0.0,0.11234840973228587,0.002135611318739989,0.0,0.0,0.0,0.0,0.015254366562428495,0.009610250934329953,0.0,0.0,0.0,0.0,0.10510258561513233,0.0,0.0,0.0,0.0015254366562428496,0.0,0.0,0.011974677751506369,0.0,0.0,0.0,0.0,0.010983143924948516,0.0,0.0,0.0,0.0,0.013500114407749219,0.0,0.0,0.0,0.0009915338265578523,0.0,0.0,0.0,0.0,0.0,0.0038135916406071236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347494470292121,0.0,0.0,0.0,0.0,0.0,0.0013728929906185645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004576309968728549,0.0,0.0,0.0,0.0,0.0
102-1,0.0,0.0006865145655506991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06347971349458797,0.0,0.1065470605734685,0.0,0.0,0.004714066683448133,0.0,0.013844710405272432,0.0,0.7032197533124328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005446348886702213,0.00874161880134557,0.003890249204787295,0.0,0.0,0.0,0.0,0.025950250577816424,0.0,0.0010984233048811185,0.0011213071237328085,0.00791780132268473,0.0017391702327284378,0.027643653172841485,0.0,0.0,0.003798713929380535,0.0,0.0,0.0,0.0,0.0,0.0,0.0006407469278473191,0.0,0.0,0.0,0.0009382365729192888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008947573171010779,0.0,0.0,0.004416577038376164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005034440147371793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.153527540675988e-05,9.153527540675988e-05,0.0,0.0,0.0,0.0,0.0
163-1,0.00011025966150283919,0.0,0.0006891228843927449,0.0,0.0,0.0,0.0,0.15665141408015879,0.0,0.0025084072991895913,0.0061469761287832846,0.11745410441589944,0.2357902861238216,0.0,0.0006339930536413253,0.0,0.0,0.2610397486079718,0.0,0.0030321406913280777,0.0,0.0,0.0,0.0016814598379182976,0.00807652020508297,0.0,0.004465516290864987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036110039142179832,0.0,0.014388885826120515,0.0,0.0,0.0,0.0,0.007800871051325872,0.0,0.0,0.0,0.006036716467280445,0.0022603230608082034,0.0,0.03525552676553283,0.005705937482771928,0.0,0.0,0.0,0.0,0.0010199018689012625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028143778598599702,0.0,0.0,0.0,0.0,0.061745410441589946,0.0008820772920227135,0.0,0.0,0.02433982027675175,0.0,0.0073047025745630965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011852913611555213,0.0,0.002039803737802525,0.0,0.0,0.0,0.0,0.0,0.0
127-1,0.0,0.0,0.0,0.0001216781855348973,0.0,0.0,0.0,0.0,0.0,0.011462085077387326,0.5123868392874525,0.1591307310425387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019468509685583569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017521658717025212,0.0,0.0,0.0,0.0,0.0,0.0,0.07174145819137545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016523897595639055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016937603426457705,7.300691132093838e-05,0.0,0.0,0.0,0.0004867127421395892,0.010659009052857004,0.0,0.0,0.0,0.1700087608293585,0.0,0.0,0.0,0.006278594373600701,0.0,0.0,0.0,0.0,0.0,0.0,0.002019857879879295,0.0002920276452837535,0.0,0.0,0.0005353840163535481,0.0002920276452837535,0.0031879684610143094,0.00014601382264187675
