,ASV_195,ASV_222,ASV_143,ASV_94,ASV_125,ASV_45,ASV_44,ASV_141,ASV_181,ASV_112,ASV_59,ASV_134,ASV_155,ASV_20,ASV_178,ASV_99,ASV_144,ASV_135,ASV_128,ASV_89,ASV_180,ASV_137,ASV_171,ASV_1,ASV_19,ASV_82,ASV_113,ASV_43,ASV_119,ASV_163,ASV_177,ASV_120,ASV_72,ASV_161,ASV_157,ASV_101,ASV_192,ASV_114,ASV_218,ASV_102,ASV_27,ASV_76
139-1,0.0032812940603450485,0.0,0.0,0.0,0.0,0.14422312799610346,0.0,0.0,0.0,0.000666512856007588,0.0,0.01584249788510344,0.0008459586249327079,0.0,0.0,0.0,0.001333025712015176,0.010459124817349844,0.0013586608218616218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015381065907867414,0.0,0.0,0.0,0.07195775333897306,0.0,0.0,0.0008715937347791536,0.0,0.1573739393473301,0.0,0.0,0.02207182957778974
133-1,0.0,0.0,0.0,0.0,0.0,0.0,0.002986857825567503,0.018319394663480686,0.0013274923669188902,0.0,0.0007964954201513341,0.0,0.0,0.0,0.0,0.0,0.0,0.0005309969467675561,0.0023894862604540022,0.0,0.0,0.0,0.0,0.0223682463825833,0.0,0.0,0.0,0.0,0.06425063055887427,0.0,0.05290057082171778,0.005177220230983672,0.0,0.0102880658436214,0.0,0.0,0.0,0.007898579583167397,0.0,0.0,0.01519978760122129,0.0038497278640647822
158-1,5.6419080933171606e-05,0.0,0.0,0.0,0.0,0.0023272870884933285,0.000846286213997574,0.00035261925583232254,0.00040903833676549415,0.0016220485768286836,0.0,0.0,0.0029055826680583373,0.0,0.0,0.0,0.0,0.0,0.0009309148353973314,0.0,0.0004936669581652515,0.0,0.0,0.0,0.0,0.0,0.0,0.0026516968038590646,0.0,0.0,0.0,0.0,0.0,0.00022567632373268642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138-1,0.002380249464905159,0.0,0.0,0.0017344453465200384,0.0,0.0,0.0,0.0,0.0,0.0,0.0008856742194995941,0.00027677319359362313,0.0,0.0,0.0,0.0036718577016754,0.0,0.000904125765739169,0.0011255443206140674,0.014336851428149678,0.0,0.003967082441508597,0.0,0.009336482397224887,0.0,0.018193224592220832,0.0,0.0,0.0,0.0,0.0,0.0013654144217285409,0.001180898959332792,0.23247103107240386,0.0,0.0,0.0,0.0,0.0,0.0,0.0020665731788323863,0.013008340098900287
167-1,0.0,0.0,0.009334153918293184,0.0,0.0,0.0440771349862259,0.0,0.0,0.0,0.0,0.0,0.0,0.25442529746204795,0.0,0.0,0.0,0.037072856221792384,0.0,0.012455307426293886,0.00020514623996248756,0.030420256725866013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009378113826856572,0.0,0.0,0.0,0.0,0.010154738878143131,0.0,0.0,0.0,0.0,0.0,0.0014213703768829495,0.0
102-1,0.0054463488867022136,0.0,0.0,0.0047140666834481326,0.0,0.06347971349458797,0.0,0.0,0.0,0.003798713929380535,0.0,0.025950250577816424,0.1065470605734685,0.0,0.0,0.0,0.0010984233048811185,0.0,0.0006407469278473191,0.0,0.0,0.0,0.00894757317101078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017391702327284376,0.008741618801345571,0.0,0.0,0.0,0.0,0.004416577038376164,0.0011213071237328085,0.013844710405272432,0.0,0.0,0.0
116-1,0.0,0.0022151898734177216,0.005063291139240506,0.0,0.0,0.0,0.006735985533453889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052667269439421335,0.0,0.0,0.0,0.0072784810126582285,0.0,0.0,0.0014918625678119347,0.0,0.0,0.0,0.05664556962025316,0.0,0.0,0.0,0.0,0.0,0.0009945750452079569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004972875226039783
165-1,0.0,0.0,0.0,0.0,0.0,0.07830382470898953,0.0,0.051452606866868825,0.0,0.0,0.0,0.0,0.5773256382666536,0.0,0.0,0.0,0.0,0.0,0.005771300009781865,0.0,0.02553066614496723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005869118654015455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109-1,0.001200796626054358,0.0,0.0,0.033651593252108716,0.0,0.015991096532333646,0.010279990627928772,0.0,0.0,0.0,0.0,0.0,0.008727741330834114,0.0,0.0,0.0,0.0,0.002167291471415183,0.0,0.2731373008434864,0.0,0.00032216494845360824,0.001025070290534208,0.001552249297094658,0.0,0.0,0.048354029990627934,0.07357075913776945,0.0,0.0,0.0,0.013091611996251171,0.0,0.0,0.0,0.0,0.0,0.0025187441424554826,0.0,0.03868908153701968,0.0,0.0
106-1,0.009610250934329951,0.0,0.0,0.0,0.0,0.21516284036305391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010983143924948516,0.0,0.0015254366562428494,0.0,0.0,0.0,0.003813591640607124,0.0,0.0,0.10510258561513232,0.0,0.0,0.0,0.0,0.0,0.0,0.011974677751506369,0.0,0.0009915338265578523,0.0,0.01350011440774922,0.0,0.0,0.0,0.0,0.0,0.0,0.015254366562428496
142-1,0.0,0.0,0.0,0.0,0.0,0.3549915449185722,0.0,0.0,0.0,0.0003808595237732515,0.0,0.0055757834280404026,0.009353909903871057,0.0,0.00033515638092046127,0.0,0.0,0.042900016757819036,0.0004265626666260417,0.013802349141542634,0.0,0.0,0.0005636720951844122,0.0,0.0,0.0,0.00024375009521488092,0.0,0.0011121098094178943,0.0,0.0,0.0,0.0,0.0,0.005545314666138542,0.0008988284761048735,0.0003503907618713913,0.0005179689523316219,0.0034582044758611234,0.0,0.0,0.0008226565713502233
124-1,0.0,0.0,0.010625043261576796,0.0,0.0,0.08143559216446321,0.0,0.0,0.0,0.0,0.0,0.0,0.10434692323665813,0.00038070187582197,0.0,0.0,0.047899217830691496,0.0,0.0060912300131515185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020765556863016542,0.0,0.0,0.0,0.00038070187582197,0.0,0.0,0.0,0.0,0.19824184951893128,0.0,0.0,0.0
136-1,0.0,0.0,0.0,0.0,0.0,0.13124542025130947,0.21057345238418326,0.0,0.0,0.0,0.0,0.0,0.004695090509403751,0.0,0.0,0.0,0.0014383803294705133,0.0,0.008684560479821966,0.0,0.004966483024398186,0.0,0.0,0.0,0.002686785898444921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003528102694927674,0.04372133416560371,0.0,0.0,0.0,0.030070290661383562,0.0,0.0,0.0
114-1,0.0,0.0,0.0008853139070167451,0.0,0.0,0.0,0.0,0.004287448778266808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009902868417058732,0.0,0.0,0.0,0.0,0.0005944250518541003,0.0,0.009801689684828249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013026761774674964,0.0004300096119795619,0.00041736227045075126,0.0,0.0,0.0,0.0,0.0,0.0
103-1,0.006673407482305359,0.0,0.0,0.0,0.0,0.22880254225046945,0.0058067311859020644,0.0057200635562617355,0.0,0.0009244547161635127,0.0,0.0,0.003668929654773942,0.0,0.03980933121479128,0.0,0.0,0.0,0.0,0.0,0.0010111223458038423,0.0,0.0,0.0,0.0,0.0,0.0,0.003986710963455149,0.0,0.0,0.0,0.0004333381482016466,0.0,0.0,0.0,0.0,0.001935577061967355,0.0005488949877220858,0.5598439982666474,0.0,0.0,0.0
115-1,0.0,0.0,0.0,0.0006249112341996876,0.0,0.010026984803294987,0.08001704303365999,0.0,0.0,0.001817923590399091,0.0,0.0,0.2825734980826587,0.0,0.0,0.0,0.0053117454906973435,0.0,0.00269848032949865,0.0,0.00372106234909814,0.0,0.0,0.0,0.00034086067319982955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010026984803294987,0.0,0.0,0.0,0.001817923590399091,0.0,0.0,0.0
132-1,0.0,0.0024433978994659994,0.0,0.0,0.0,0.0,0.01314311612051469,0.0,0.0,0.0,0.0,0.0,0.016985556365642668,0.0,0.0,0.0,0.0,0.0,0.00023645786123864513,0.0,0.0,0.0,0.0,0.0,0.00047291572247729025,0.0,0.0,0.0065814104711422895,0.0,0.0,0.0,0.0,0.0,0.0,0.0357248418688053,0.0,0.0,0.0,0.3512187432264675,0.0,0.0,0.0
150-1,0.0,0.0,0.0,0.0,0.024009173654411242,0.0017200602021070735,0.0,0.0,0.0,0.0,0.0,0.0,0.10936716118397476,0.0,0.0,0.0,0.0021500752526338427,0.0,0.04543825700566186,0.0,0.016268902744929405,0.0,0.0,0.0,0.004658496380706658,0.0,0.0,0.0,0.0,0.008241955135096395,0.0,0.0007883609259657421,0.0,0.03791299362144342,0.2947753171360998,0.0,0.0,0.0,0.2265462624525192,0.0,0.0,0.0
160-1,0.0,0.0,0.0,0.0,0.0,0.5937358147980027,0.0,0.0,0.002723558783477077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07898320472083523,0.0,0.01270994098955969,0.0,0.06445755787562417,0.0,0.0,0.0,0.0,0.0,0.0,0.08216068996822515,0.0,0.0,0.0,0.0045392646391284605,0.0,0.0,0.0,0.0,0.0,0.0022696323195642307,0.0,0.0,0.0,0.0
148-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003776873910517141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043579314352120866,0.0,0.0,0.0,0.0005229517722254503,0.0,0.0001452643811737362,0.0,0.0006101104009296921,0.0,0.0,0.00040674026728646135,0.0,0.0,0.0,0.0,0.8495642068564788,0.0,0.0021208599651365485,0.0,0.0,0.000232423009877978,0.0014235909355026148,0.0012202208018593842,0.0
168-1,0.0,0.0,0.0,0.0042716433385173655,0.0,0.0,0.002073613271124935,0.0,0.017729393468118197,0.005619491964748574,0.004354587869362364,0.007091757387247278,0.0,0.0,0.0013063763608087092,0.018434421980300673,0.0,0.022498703991705542,0.0007672369103162262,0.008750648004147226,0.0,0.0033592534992223947,0.0,0.0,0.0,0.008875064800414724,0.0004147226542249871,0.0,0.0062208398133748065,0.0,0.0,0.06907205806117159,0.020279937791601862,0.0005391394504924832,0.0,0.002903058579574909,0.0,0.0012856402280974598,0.0,0.2765163297045101,0.002218766200103681,0.006365992742353551
162-1,0.0,0.0,0.0,0.003445417335889332,0.0,0.016734884202891043,0.052639759597948296,0.03416921403036112,0.01494741205118906,0.0,0.0,0.00038858090254390964,0.07447800632091603,0.0,0.10787005854618932,0.0,0.018677788715610592,0.0,0.0025387285632868764,0.0,0.0,0.0008548779855966013,0.0001813377545204912,0.0,0.0,0.0,0.001580229003678566,0.0,0.044272317496502775,0.0006476348375731827,0.08699031138282991,0.0,0.0,0.003808092844930313,0.0,0.0,0.0,0.00044039168954976434,0.0,0.0,0.0,0.0
126-1,0.0,0.0,0.0,0.3204849936382007,0.0,0.0,0.00044906818351919767,0.0,0.0,0.006885712147294364,0.0009355587156649953,0.0,0.0014594715964373925,0.0,0.0,0.005463662899483571,0.0,0.008270339046478557,0.01725170271686251,0.01309782201930993,0.0,0.00048649053214579744,0.0,0.0,0.0,0.0,0.0,0.03259486565376843,0.0,0.0,0.0,0.0,0.00044906818351919767,0.0,0.0,0.0,0.0,0.0,0.0,0.0006736022752787965,0.0,0.0760047900606242
147-1,0.0,0.0,0.0,0.054217996159070685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2650475432104548,0.0,0.0,0.0,0.0,0.005784814277015317,0.0003278842100332568,0.003255421799615907,0.0,0.0,0.0,0.0,0.0,0.07342264274673288,0.0,0.0,0.0039580308211157435,0.0005386669164832076,0.0,0.0331397255140756,0.0011007541336830766,0.0017565225537495902,0.0023888706730994425,0.0,0.0,0.003021218792449295,0.012131715771230504,0.0,0.0,0.008642090964447983
152-1,0.0,0.0,0.0,0.0,0.0,0.6579555123374256,0.0,0.0,0.0,0.008387018354199586,0.0,0.0,0.026336047972124303,0.0,0.0,0.0,0.03480410032008428,0.0,0.00948097726996475,0.0,0.01041286819820915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004456869656821037,0.0,0.0,0.0,0.0007698229407236335,0.0012155099064057374,0.0,0.0,0.0,0.040435962886430865,0.0,0.0,0.0
175-1,0.0,0.0,0.0,0.0,0.0,0.01472653296366975,0.0,0.0042847369747596575,0.0,0.0,0.0,0.0,0.03074928887768696,0.00028804954452165766,0.0,0.0,0.1192525114319663,0.0,0.007525294350628308,0.0,0.06844777301695892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010801857919562163,0.0,0.0,0.0,0.0,0.005760990890433155,0.0,0.0,0.0,0.0012242105642170456,0.0003600619306520722,0.015158607280452237,0.0
163-1,0.0,0.0,0.0,0.0006339930536413253,0.0,0.0025084072991895913,0.0030321406913280773,0.0,0.0,0.0,0.0008820772920227135,0.0,0.11745410441589944,0.0,0.0078008710513258715,0.028143778598599702,0.0,0.00807652020508297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016814598379182974,0.005705937482771928,0.0,0.006036716467280445,0.0,0.014388885826120516,0.0,0.0,0.0,0.0022603230608082034,0.0,0.0,0.003611003914217983,0.0,0.2357902861238216,0.0,0.004465516290864987
121-1,0.0007293080054274084,0.0,0.0,0.0,0.0,0.0,0.005427408412483039,0.0006275440976933514,0.0,0.0,0.0,0.0003222523744911804,0.0008649932157394844,0.0,0.0,0.0,0.0,0.0,0.0008310719131614652,0.01416214382632293,0.00028833107191316153,0.0,0.00028833107191316153,0.0,0.0,0.0,0.0012381275440976937,0.0,0.0006105834464043419,0.0,0.0,0.0,0.0,0.008497286295793759,0.0,0.0,0.0004918588873812754,0.0,0.0006614654002713704,0.0,0.0,0.0
169-1,0.0,0.0,0.0,0.0,0.0,0.3600680501486681,0.009517824847500227,0.0,0.0,0.0,0.0,0.0,0.2775036017533642,0.00035251203138889737,0.0,0.0,0.0019924593078502893,0.0,0.0073107929988045234,0.0,0.00660576893602673,0.0,0.0,7.663305030193422e-05,0.0,0.0,0.0,0.0,3.0653220120773686e-05,0.0004291450816908317,0.0,0.0,0.0,0.0005211047420531526,0.005900744873248934,0.0,0.0,0.0,0.0007050240627777947,0.0,0.0,0.0
131-1,0.0,0.00046933208178111523,0.0,0.0,0.0,0.06635182306180516,0.0,0.0020239946026810595,0.0,0.0,0.0,0.0,0.00501598662403567,0.0,0.0,0.0,0.0,0.0,0.007186647502273326,0.0,0.002669326215130093,0.0,0.0,0.0,0.0,0.0,0.0,0.002141327623126339,0.0,0.0,0.0,0.0,0.0,0.0,0.1496582675779531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170-1,0.0,0.0,0.003356447958018844,0.0003407561378699334,0.0,0.056275876169219495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2936636396163086,0.0,0.012199069735743615,0.0,0.02054759511355698,0.0006644744688463701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13468386349309114,0.06539110285724023,0.0004429829792309134,0.1335252926243334,0.022745472202818053,0.0,0.0,0.0,0.0,0.0,0.0001703780689349667,0.0,0.0,0.0033223723442318506,0.0
123-1,0.0,0.0,0.0,0.0,0.0,0.0637397725004989,0.06473757732987427,0.0,0.0,0.0027539413290760327,0.0,0.0,0.0007583316703252843,0.0,0.0,0.0,0.014049091997605269,0.0014767511474755538,0.0,0.0,0.0036719217721013775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016363999201756134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153-1,0.11381109280615047,0.0,0.0,0.0,0.0,0.011943986820428337,0.013316858868753431,0.00700164744645799,0.009060955518945634,0.02059308072487644,0.0,0.0,0.011120263591433279,0.0,0.0013728720483250961,0.0,0.0,0.0,0.008237232289950576,0.0,0.0023338824821526635,0.0,0.07674354750137287,0.0,0.0,0.0,0.0,0.08539264140582098,0.1253432180120813,0.0,0.0023338824821526635,0.003432180120812741,0.0,0.022103239978034046,0.0,0.0,0.014552443712246019,0.17353102690829214,0.006177924217462933,0.0,0.0,0.0
144-1,0.0,0.0,0.004620565431905396,0.0,0.00579528545696609,0.0,0.0,0.0,0.0,0.0004959928994700707,0.0,0.0,0.00318479651238677,0.0003132586733495184,0.0,0.0,0.02098833111441773,0.0,0.021536533792779387,0.0,0.0,0.0,0.0,0.0,0.002114496045109249,0.0,0.0,0.0003393635627953116,0.0,0.008536298848774375,0.0,0.0,0.0,0.0,0.00514266322082126,0.0,0.0,0.0,0.00046988801002427753,0.0,0.0,0.0
149-1,0.0,0.0,0.0,0.0,0.0,0.3973614605509322,0.022159860654151344,0.0,0.0,0.001128959421972776,0.0,0.0002903038513644281,0.08741371524417779,0.0,0.0,0.0,0.0010967034384878394,0.0,0.0,0.0008386555706083479,0.007322108251080574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022579188439455518,0.0,0.0,0.0,0.0,0.0005483517192439197,0.02980452874008128,0.0,0.0,0.0007418876201535384,0.013612025030643184,0.0003870718018192375,0.0,0.0
161-1,0.0,0.0,0.0,0.0,0.0,0.0,0.12528274931544905,0.0,0.0,0.0,0.0,0.0,0.05603396960196833,0.0,0.0,0.0,0.0010317869756736376,0.0,0.0030556768125719275,0.0,0.0008730505178776934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432993372752887,0.007579665859756339,0.0,0.0,0.0,0.004722409619429342,0.0,0.0,0.0
127-1,0.0,0.0005353840163535481,0.0169376034264577,0.0,0.0,0.011462085077387326,0.0,0.0,0.0,0.0,0.0,0.0,0.1591307310425387,0.00014601382264187675,0.0,0.0,0.07174145819137545,0.0,0.0,0.0,0.016523897595639055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176-1,0.0,0.0006846429323783442,0.00653044027807036,0.0,0.02053928797135033,0.0,0.0,0.0,0.004002527912365704,0.0,0.0,0.0,0.06588371603117757,0.0014219507057088687,0.0,0.0,0.03718137771223931,0.00036865388666526224,0.0580893195702549,0.0011586265009479672,0.0,0.0,0.0,0.0,0.017274067832315148,0.0,0.0,0.0,0.0009479671371392457,0.004160522435222245,0.0,0.0,0.0,0.002211923319991574,0.040709922056035394,0.0,0.0,0.0032125552980829994,0.00047398356856962284,0.0017379397514219507,0.03144091004845165,0.0
145-1,0.0,0.0,0.0035462927601069344,0.003328059359484969,0.0,0.008329241457071672,0.0,0.0,0.012257442668267044,0.0,0.0,0.00043646680124393035,0.0005819557349919072,0.0,0.02722461672759016,0.0,0.018004255551312128,0.0003273501009329478,0.0005092112681179189,0.0011275392365468202,0.014694382308545657,0.0004728390346809246,0.0,0.0,0.0,0.0006728863185843926,0.0,0.00952952516049248,0.014239729390583229,0.0,0.031061887355193045,0.0,0.00010911670031098259,0.0,0.01140269518249768,0.0007456307854583811,0.0,0.00036372233436994197,0.00034553621765144485,0.001109353119828323,0.0,0.0006365140851473985
151-1,0.0,0.0,0.0,0.0019274870914641868,0.0,0.0,0.009665573955006545,0.0,0.0,0.0,0.0,0.0,0.0018149331007217522,0.0,0.0,0.0,0.0,0.0,0.00014069248842804282,0.0,0.0,0.0010270551655247127,0.000450215962969737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035173122107010714,0.0033484812245874193,0.0003235927233844985,0.00016883098611365142,0.0005909084513977797,0.004066012915570438,0.0,0.0
155-1,0.0,0.00038496086231233157,0.0,0.0,0.0014115231618118825,0.1906326190170666,0.5965096881817016,0.0,0.0,0.0,0.0,0.0,0.0015141793917618374,0.0,0.0,0.0,0.0002566405748748877,0.0,0.005979725394584885,0.0,0.0,0.0,0.0,0.0,0.01093288848967022,0.0,0.0,0.030642884640061593,0.0,0.0,0.010214294880020531,0.00015398434492493263,0.0,0.0006159373796997304,0.0,0.0,0.0,0.0,0.0006672654946747081,0.0,0.0,0.0
174-1,0.0,0.0,0.0,0.079602965985327,0.003962493624700851,0.0,0.0,0.0,0.0007061869826199538,0.02079328337714308,0.0,0.034289301267213315,0.009886617756679351,0.0,0.0,0.005139471929067441,0.0,0.015183020126329003,0.002314723998587626,0.27082270783475226,0.0,0.05653419121974185,0.01498685707560124,0.0,0.0,0.0,0.0006669543724744008,0.0,0.0,0.0,0.0040801914551375105,0.00486484365804857,0.021734866020636352,0.0009023500333477186,0.004197889285574169,0.003962493624700851,0.0,0.08866569892894974,0.0014123739652399075,0.0009023500333477186,0.021734866020636352,0.019655537682922046
140-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033046783878353275,0.006134174262387144,0.0,0.0,0.0,0.0,0.0,0.09127824096073264,0.0,0.0066093567756706564,0.00017279364119400406,0.0035422696444770826,0.0,0.01736576093999741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12622575489221996,0.0008639682059700202,0.17197287139833253,0.015767419758952867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119-1,0.0,0.0,0.0,0.0,0.0,0.0,0.018415868798387462,0.0,0.0,0.0,0.0,0.12680379311924506,0.002794447752989143,0.0,0.0,0.0,0.0,0.009024691923587888,0.004489440652343213,0.0,0.0,0.06033258509322461,0.0,0.0,0.0,0.0,0.022538824499518988,0.0,0.0,0.0003664849512116909,0.08694855467497366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120-1,0.0,0.0,0.0,0.0011594202898550724,0.0057971014492753615,0.10906832298136646,0.0,0.0,0.0,0.0,0.0,0.0,0.05797101449275361,0.0,0.0420703933747412,0.0,0.0016563146997929607,0.0013250517598343687,0.01763975155279503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025921325051759838,0.0,0.006459627329192546,0.2377639751552795,0.038923395445134575,0.0,0.0012422360248447205,0.0,0.0,0.0,0.0,0.006625258799171843,0.0,0.0,0.0
129-1,0.0,0.0008207709775382342,0.0,0.0,0.0,0.19769636945637606,0.0,0.1114333397171076,0.0,0.0,0.0,0.0,0.15222565730075785,0.003173647779814506,0.0,0.0,0.002571749062953134,0.0,0.00021887226067686248,0.0,0.0006292577494459796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040682881453311816,0.0,0.0,0.0,0.0,0.0009575661404612732,0.0,0.0,0.0005198216191075484
105-1,0.0,0.0,0.0,0.0,0.0,0.043544048419636855,0.5590114324142569,0.10530150190540236,0.004707464694014795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002521856086079355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026283344541582602,0.06411118583277292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
